,id,scaledFeatures,prediction,distance_to_centroid,ISBN,rating
35522,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432045667,6
35523,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432047368,8
35524,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432047759,7
35525,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432068012,8
35526,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432068020,7
35527,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432070157,7
35528,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432089079,6
35529,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432206008,6
35530,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432221538,7
35518,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432037311,7
35561,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,843222202X,7
35562,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222038,8
35563,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222046,7
35594,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222356,7
35595,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222380,7
35596,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222399,7
35597,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222402,7
35598,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222410,7
35599,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222429,7
35600,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222437,7
35601,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222445,7
35602,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222453,7
35603,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222461,7
35604,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,843222247X,7
35605,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222488,7
35451,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8422665875,7
35606,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222496,8
35609,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222526,7
35610,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222542,7
35611,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222550,7
35612,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222569,7
35613,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222577,7
35614,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222585,7
35615,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222593,7
35616,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222615,7
35617,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222623,7
35618,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222631,7
35619,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,843222264X,7
35620,3757,"[-0.2714535635272211,0.5049398181489961,0.47076104303570876,1.2066512459052565,1.1929993858778978,-0.5418453637703479,0.2147703989339857,0.526436356830007,0.048904955667740245,-0.19003345469944438,-0.7708148673776241,1.2213825819413877,-0.5668581407036195,-0.37527689060212266,-2.118426572752376,-1.5720100123079317,0.9807749254240996,1.7965637929056635,0.659601723650793,-1.3702247618192673,0.44306357537340535,0.5645830989378656,-0.9589069693290355,-1.5538487205587401,-1.3075469135794355,-1.3142690952206124,1.5127577636583656,0.6640704651892199,1.55587646073978,1.2044269875574474,-0.9637847137332918,-0.6426668522298377,2.1805889659987048,-1.5004574408016267,0.9580693788332858]",1,5.943698782987406,8432222658,7
