,ISBN,rating
2056,0743412729,7.0
1852,0671735551,7.0
2024,0716740885,7.0
1979,0684801523,7.0
1998,0688150349,7.0
1940,0679450742,7.0
1854,0671736785,7.0
659,037311396X,6.5
1919,0671888587,6.5
1182,0446363669,6.5
2942,8401240239,6.5
2562,0960603034,6.5
1708,0670839531,6.5
1096,0440180295,6.5
2351,0836218833,6.5
3647,8432068012,6.5
3319,842266237X,6.5
2347,0836218353,6.5
1274,0451173317,6.5
2348,0836218620,6.5
2043,0743211383,6.333333333333333
4163,8475303064,6.0
2164,0786889411,6.0
4169,8475303471,6.0
4168,8475303463,6.0
4167,8475303455,6.0
460,0345313151,6.0
3716,8432222267,6.0
3136,8422612127,6.0
4162,8475303056,6.0
3982,8447313549,6.0
1247,0451155750,6.0
3981,8447313522,6.0
668,0373114699,6.0
669,0373114982,6.0
2713,1594480141,6.0
2669,1567182569,6.0
3979,8447302318,6.0
3985,844732423,6.0
2941,8401240220,6.0
978,0395051568,6.0
4181,8475304486,6.0
4183,8475304540,6.0
4180,8475304400,6.0
1264,0451166361,6.0
4179,8475304397,6.0
3279,8422655365,6.0
4185,8475304672,6.0
1886,0671746480,6.0
3988,8448812131,6.0
1258,0451162072,6.0
3284,8422656922,6.0
3138,8422612291,6.0
1266,0451167317,6.0
3139,842261264X,6.0
3137,8422612135,6.0
4175,8475304249,6.0
4174,8475303692,6.0
4173,8475303684,6.0
2931,3822867861,6.0
3711,8432222216,6.0
2702,157322930X,6.0
4171,847530365X,6.0
4182,8475304532,6.0
4216,8475966829,6.0
4207,8475961754,6.0
4247,8477290393,6.0
477,0345337662,6.0
696,037311916X,6.0
2957,8401303761,6.0
2627,1558747028,6.0
698,0373120125,6.0
2958,8401310245,6.0
4242,8477206384,6.0
4243,8477207348,6.0
700,037312225X,6.0
3660,8432220051,6.0
3969,8447300102,6.0
4248,8477292078,6.0
4234,8476510985,6.0
3658,8432206008,6.0
2960,8401321158,6.0
3656,8432089079,6.0
2961,8401321220,6.0
3333,8422663961,6.0
2175,0786926503,6.0
1121,044022389X,6.0
3967,8447300072,6.0
2609,1552094839,6.0
3965,8447300005,6.0
3964,84473000013,6.0
3128,8422601990,6.0
2954,8401240689,6.0
4208,8475962327,6.0
682,037311785X,6.0
2943,840124028X,6.0
2661,1565042492,6.0
468,0345322231,6.0
678,0373117450,6.0
4213,8475966144,6.0
4214,8475966292,6.0
2656,1565040422,6.0
4215,8475966403,6.0
2715,1842152769,6.0
3132,8422608308,6.0
2167,0786902604,6.0
2947,8401240409,6.0
275,0307103439,6.0
4222,8476145616,6.0
3975,8447302105,6.0
685,0373118023,6.0
4225,8476307489,6.0
4226,8476308469,6.0
2949,8401240425,6.0
1237,0451129504,6.0
3129,8422604604,6.0
2638,1560761539,6.0
2637,1560761164,6.0
2636,1560761156,6.0
4161,8475302998,6.0
555,0373028644,6.0
4160,847530298X,6.0
1328,0451525221,6.0
1089,0439455901,6.0
1341,0452273331,6.0
577,0373031114,6.0
2830,2253031216,6.0
363,0312029594,6.0
579,037303119X,6.0
441,0330267140,6.0
1431,0534353908,6.0
1336,0452262143,6.0
4070,8472454630,6.0
584,0373031327,6.0
4072,8473396413,6.0
2818,2246006848,6.0
1440,0553089307,6.0
3201,842263581X,6.0
4077,8474106273,6.0
3202,8422636093,6.0
4079,8474109450,6.0
4080,8474171539,6.0
3166,8422627310,6.0
3204,8422636220,6.0
1459,0553213105,6.0
4087,8474540054,6.0
4088,8474540097,6.0
3772,8433551531,6.0
386,0312855494,6.0
390,0312867662,6.0
3785,8433908499,6.0
1379,0515130990,6.0
3797,8433911929,6.0
2020,0698114272,6.0
1356,0505523876,6.0
1859,0671736868,6.0
571,0373030819,6.0
3175,8422630931,6.0
3794,8433908898,6.0
4039,8472100286,6.0
1375,0515126772,6.0
1376,0515128546,6.0
4040,847210060X,6.0
4042,8472142701,6.0
3169,8422629283,6.0
572,0373030940,6.0
3179,8422631342,6.0
3792,8433908820,6.0
412,0312979983,6.0
2844,2264003227,6.0
3182,8422631911,6.0
4050,8472236145,6.0
1407,0517582287,6.0
3789,8433908693,6.0
3788,843390860X,6.0
574,0373030991,6.0
2269,0812570693,6.0
1064,0425176932,6.0
4159,8475302963,6.0
1063,0425174808,6.0
2756,2013214596,6.0
1549,0553580221,6.0
1552,0553581643,6.0
4008,846660684X,6.0
2752,1903207703,6.0
1022,0415008824,6.0
1874,0671741411,6.0
3245,8422645181,6.0
1299,0451204824,6.0
1102,0440203015,6.0
624,037310426X,6.0
1876,0671741446,6.0
453,0345285549,6.0
1000,0399143165,6.0
3145,8422615312,6.0
3997,8460422984,6.0
3261,8422647761,6.0
3996,8450573335,6.0
4152,847509452X,6.0
4153,8475094600,6.0
2249,0811828840,6.0
3720,8432222305,6.0
639,0373108621,6.0
2720,1853263559,6.0
3141,8422614065,6.0
2212,0804107432,6.0
1114,0440213525,6.0
1035,0425087611,6.0
4106,8474618541,6.0
3768,8433551175,6.0
3766,8433494856,6.0
1056,0425156877,6.0
1055,0425150429,6.0
2785,2070376206,6.0
1992,0684862921,6.0
598,0373033281,6.0
1873,0671741403,6.0
1842,0671708368,6.0
4104,8474612128,6.0
3759,8432245933,6.0
4107,847461855X,6.0
1036,042508762X,6.0
2130,0771034520,6.0
3225,8422639041,6.0
2222,0804119724,6.0
3754,8432222682,6.0
606,0373033532,6.0
3157,8422620936,6.0
1045,0425104338,6.0
1111,0440211484,6.0
2894,2842051416,6.0
1534,0553572733,6.0
3233,8422641321,6.0
2969,8401323037,6.0
1349,0460870270,6.0
774,0373451784,6.0
2455,0886464560,6.0
3079,8420428485,6.0
56,0060514051,6.0
1756,0671025422,6.0
146,0140042210,6.0
3913,8439596448,6.0
3463,8423992101,6.0
2460,0886774268,6.0
2459,0886469937,6.0
4403,8483107821,6.0
516,0345409647,6.0
4476,8495772051,6.0
3565,8427285809,6.0
4370,8483004208,6.0
3890,8435060284,6.0
3460,8423921522,6.0
134,0136789706,6.0
4407,8484033449,6.0
133,0134589025,6.0
4409,8484372650,6.0
3564,8427285493,6.0
3563,8427285450,6.0
1771,0671042386,6.0
4413,8484640116,6.0
2061,074343434X,6.0
153,0140055711,6.0
3865,8434588838,6.0
3914,8439701098,6.0
4393,8483105772,6.0
3456,8423914968,6.0
4373,8483008378,6.0
3097,8420601101,6.0
4488,8496177017,6.0
4375,8483071053,6.0
4376,8483100037,6.0
510,0345386744,6.0
4378,848310010X,6.0
3096,8420540366,6.0
512,0345394801,6.0
169,0140298479,6.0
168,014029628X,6.0
167,0140263691,6.0
4385,8483100657,6.0
163,0140186409,6.0
3918,8440218079,6.0
1153,0441003745,6.0
2471,0886779200,6.0
161,0140126716,6.0
2469,0886778468,6.0
1945,0679463321,6.0
3885,8435034429,6.0
3915,843970206X,6.0
3910,8439591705,6.0
2146,0785808906,6.0
2443,0880389125,6.0
2415,0875421261,6.0
1159,0441011632,6.0
1804,0671549170,6.0
2410,0875420486,6.0
4441,8486639352,6.0
1995,0688008194,6.0
800,0375502327,6.0
2404,0874311810,6.0
790,0374508968,6.0
3450,8423633918,6.0
4450,8487579078,6.0
3861,8433970194,6.0
2099,0752525670,6.0
4464,8492315202,6.0
4452,8487746195,6.0
4454,8488242964,6.0
94,0061052647,6.0
1811,0671574000,6.0
2394,0862648912,6.0
3452,8423660923,6.0
4458,8488791461,6.0
3082,8420431249,6.0
2185,078692926X,6.0
4463,8489801362,6.0
4467,8495002930,6.0
69,0060931892,6.0
2442,0880389117,6.0
3040,8402085776,6.0
2441,0880389109,6.0
3029,8401570018,6.0
126,0071355766,6.0
2437,0880387548,6.0
2436,088038722X,6.0
4420,848522471X,6.0
3032,8401812542,6.0
4422,8485337344,6.0
907,038533656X,6.0
884,0385177259,6.0
527,0345425782,6.0
1156,0441006604,6.0
4427,8485725166,6.0
561,0373030207,6.0
3038,840206325X,6.0
902,038533446X,6.0
3439,8423309142,6.0
3088,8420478407,6.0
1896,0671793411,6.0
2420,087596964X,6.0
900,0385327331,6.0
781,0373708300,6.0
4436,8486433525,6.0
4489,8496177033,6.0
4372,8483006022,6.0
4369,8483004194,6.0
738,0373224133,6.0
4291,8478801774,6.0
3619,8431504129,6.0
3512,8427027702,6.0
942,0394825225,6.0
2992,8401372178,6.0
4296,8478807179,6.0
497,0345370740,6.0
3880,843500533X,6.0
737,0373223935,6.0
500,0345374746,6.0
3612,8430586490,6.0
227,019585339,6.0
3621,8431506148,6.0
224,0194226824,6.0
4500,9505111096,6.0
2996,8401378117,6.0
1829,0671673653,6.0
222,0194216624,6.0
221,0194216454,6.0
220,0192827618,6.0
1210,0449000184,6.0
1688,0618260269,6.0
218,0192815652,6.0
3935,844065944X,6.0
3106,8420616249,6.0
1215,0449005895,6.0
3580,8429720316,6.0
3506,8427019696,6.0
2082,0743464095,6.0
3500,8427010990,6.0
3073,840804978X,6.0
856,0380808072,6.0
858,0380810484,6.0
3504,8427015100,6.0
863,0380818078,6.0
3872,8434588951,6.0
3634,8432045799,6.0
3633,8432045667,6.0
2334,0821762982,6.0
4277,8478098186,6.0
1901,067179793X,6.0
2227,0805012478,6.0
3067,8408028480,6.0
3874,8434811677,6.0
4281,8478760067,6.0
725,0373168411,6.0
868,0380820803,6.0
2985,8401325218,6.0
550,0345470540,6.0
2579,1550225030,6.0
1670,0590602764,6.0
3483,8425336880,6.0
501,0345375580,6.0
502,0345375599,6.0
749,0373225156,6.0
2093,0743480562,6.0
505,0345378482,6.0
873,0380897393,6.0
4318,847910144X,6.0
750,0373225164,6.0
3598,8429743669,6.0
3597,8429743308,6.0
3013,8401480019,6.0
753,0373243553,6.0
3593,842974164X,6.0
4347,8481301981,6.0
4364,8483000970,6.0
4349,8481314277,6.0
3471,8425306647,6.0
3589,8429735593,6.0
3008,8401461812,6.0
3586,8429733094,6.0
184,0140447040,6.0
183,0140442081,6.0
4363,8483000962,6.0
179,0140432264,6.0
3075,8420423033,6.0
1893,0671778684,6.0
3003,8401422582,6.0
45,0060239603,6.0
4327,8479532777,6.0
4319,8479272929,6.0
3001,8401421640,6.0
2115,0761537295,6.0
2114,0761535497,6.0
2538,0916211592,6.0
4324,8479531584,6.0
2536,091621155X,6.0
4325,8479532076,6.0
2113,0761530878,6.0
4328,8479535008,6.0
195,0141301147,6.0
4329,8479544759,6.0
4330,8479545453,6.0
4331,8479545909,6.0
1899,0671795554,6.0
4367,848300349X,6.0
4366,8483001632,6.0
3103,8420611131,6.0
197,0141311274,6.0
4335,8480161752,6.0
3584,8429730435,6.0
585,0373031335,5.5
506,0345380371,5.5
556,037302956X,5.0
3798,8433912364,5.0
1996,068804784X,5.0
3800,8433912577,5.0
558,0373030169,5.0
3799,8433912542,5.0
3834,8433920405,5.0
3863,843456890X,5.0
3850,8433923285,5.0
3822,8433920200,5.0
3823,8433920219,5.0
3824,8433920251,5.0
3825,843392026X,5.0
3826,8433920294,5.0
563,037303024X,5.0
3847,8433923102,5.0
3846,8433923099,5.0
3845,8433923005,5.0
3844,843392091X,5.0
3842,8433920723,5.0
3841,8433920693,5.0
3840,843392060X,5.0
3839,8433920588,5.0
3827,8433920308,5.0
3838,843392057X,5.0
3837,843392043X,5.0
3828,8433920332,5.0
3836,8433920421,5.0
3829,8433920340,5.0
3830,8433920367,5.0
3831,8433920375,5.0
3832,8433920383,5.0
3849,8433923129,5.0
3851,8433923293,5.0
569,0373030533,5.0
3852,8433923307,5.0
568,0373030436,5.0
3860,8433969528,5.0
3857,843392365X,5.0
3803,843391278X,5.0
3805,8433914349,5.0
3856,8433923560,5.0
3806,8433914421,5.0
3807,843391443X,5.0
3808,8433914510,5.0
3810,8433914588,5.0
3811,8433920049,5.0
3813,8433920065,5.0
3814,8433920073,5.0
3815,8433920081,5.0
3816,843392009X,5.0
3817,8433920103,5.0
3835,8433920413,5.0
3818,8433920111,5.0
3819,843392012X,5.0
3820,8433920162,5.0
3854,8433923455,5.0
3821,8433920170,5.0
562,0373030223,5.0
3833,8433920391,5.0
2324,0821219227,5.0
570,0373030800,5.0
740,0373224168,5.0
742,0373224575,5.0
743,0373224583,5.0
744,0373224591,5.0
745,0373224605,5.0
746,0373224826,5.0
1961,0679801006,5.0
1960,0679800913,5.0
754,0373252021,5.0
759,037329056X,5.0
760,0373290594,5.0
761,0373290632,5.0
762,0373290659,5.0
3583,8429726977,5.0
763,0373290810,5.0
3581,8429720618,5.0
764,0373290837,5.0
765,0373290888,5.0
766,0373290896,5.0
767,037329090X,5.0
768,0373290918,5.0
769,0373290926,5.0
741,0373224532,5.0
739,0373224141,5.0
770,0373291191,5.0
3613,8430603069,5.0
3640,8432047082,5.0
3639,8432047015,5.0
3638,8432046892,5.0
3637,8432046825,5.0
3636,8432046620,5.0
3635,8432046361,5.0
3632,8432043990,5.0
1964,0679813489,5.0
3630,8432043559,5.0
3629,8432042374,5.0
726,0373170068,5.0
1963,0679804196,5.0
3625,8432026158,5.0
728,0373171609,5.0
730,037317215X,5.0
731,0373172486,5.0
732,0373190077,5.0
733,0373192754,5.0
3617,8431502142,5.0
734,0373218192,5.0
1962,0679802169,5.0
3573,8428812284,5.0
771,0373291213,5.0
722,0373166346,5.0
793,0375401601,5.0
1952,0679734775,5.0
1948,0679725407,5.0
811,0380405768,5.0
815,0380701626,5.0
816,0380702754,5.0
2188,0786931310,5.0
818,0380706105,5.0
821,0380711028,5.0
822,0380711532,5.0
823,0380720191,5.0
1944,0679454489,5.0
1943,0679454470,5.0
1941,0679451536,5.0
832,0380758741,5.0
1937,0679446230,5.0
840,0380780488,5.0
3510,8427026064,5.0
841,0380781220,5.0
1934,0679441018,5.0
1933,0679436960,5.0
1932,0679433023,5.0
797,037541178X,5.0
792,0375401598,5.0
772,0373291221,5.0
787,0373834381,5.0
775,0373484011,5.0
776,0373600771,5.0
3566,8427307101,5.0
777,0373650418,5.0
3561,8427207484,5.0
3560,8427207441,5.0
3559,8427207409,5.0
3558,8427207336,5.0
3557,8427207263,5.0
3556,8427207212,5.0
3555,8427207204,5.0
3554,8427207182,5.0
3553,842720714X,5.0
3552,8427207026,5.0
778,0373702485,5.0
779,0373703708,5.0
782,0373711328,5.0
783,0373760272,5.0
784,0373822103,5.0
785,0373825013,5.0
786,037383263X,5.0
723,0373166788,5.0
3643,8432053236,5.0
573,0373030967,5.0
612,0373059264,5.0
614,0373074131,5.0
2158,0786841486,5.0
616,0373088507,5.0
617,037308921X,5.0
618,0373096542,5.0
619,037309678X,5.0
620,0373097069,5.0
621,0373099053,5.0
623,0373103557,5.0
625,0373104766,5.0
626,0373104790,5.0
627,0373104847,5.0
628,037310524X,5.0
629,0373105568,5.0
1984,0684835975,5.0
631,0373106343,5.0
632,037310653X,5.0
633,0373106556,5.0
634,0373106904,5.0
638,0373108540,5.0
641,037310944X,5.0
613,0373073909,5.0
611,037305811X,5.0
1976,0684162679,5.0
610,0373050011,5.0
575,0373031041,5.0
576,0373031068,5.0
578,0373031122,5.0
581,0373031270,5.0
582,0373031289,5.0
583,0373031300,5.0
3775,8433905538,5.0
587,0373031467,5.0
588,0373031475,5.0
1993,0684866048,5.0
590,0373031572,5.0
591,0373031750,5.0
3765,8433000225,5.0
595,0373032471,5.0
599,0373033338,5.0
601,0373033362,5.0
602,0373033389,5.0
2156,0786830530,5.0
607,0373033702,5.0
2157,0786840188,5.0
609,0373034423,5.0
642,0373109539,5.0
644,0373110138,5.0
721,0373166338,5.0
1972,067989070X,5.0
1971,0679873546,5.0
687,0373118090,5.0
689,0373118236,5.0
1970,067987352X,5.0
692,0373118678,5.0
693,0373118716,5.0
694,0373118783,5.0
1969,0679864415,5.0
697,0373119704,5.0
1968,0679843655,5.0
3659,8432211427,5.0
2173,0786916478,5.0
1967,0679843450,5.0
706,0373122721,5.0
1966,0679827013,5.0
1965,0679824251,5.0
718,0373162200,5.0
719,0373164203,5.0
720,0373166052,5.0
3646,843205593X,5.0
3645,8432055875,5.0
684,0373117965,5.0
680,0373117485,5.0
554,0373028377,5.0
679,0373117477,5.0
650,0373112580,5.0
651,0373112904,5.0
653,0373112963,5.0
1974,0679975705,5.0
656,0373113641,5.0
657,0373113846,5.0
658,0373113927,5.0
660,0373114036,5.0
661,0373114257,5.0
662,0373114265,5.0
663,0373114273,5.0
664,0373114281,5.0
665,0373114303,5.0
666,0373114508,5.0
667,0373114516,5.0
670,0373115083,5.0
1973,0679923519,5.0
672,0373116136,5.0
673,0373116179,5.0
676,0373117078,5.0
677,0373117213,5.0
648,0373111967,5.0
4000,8460763331,5.0
553,0373026420,5.0
236,030700113X,5.0
4284,8478760180,5.0
4283,8478760148,5.0
4282,8478760105,5.0
4280,8478444424,5.0
4279,8478280642,5.0
237,0307001148,5.0
238,0307001210,5.0
239,0307001229,5.0
240,0307001393,5.0
241,0307001431,5.0
242,0307004511,5.0
243,0307004562,5.0
244,0307006468,5.0
245,030701021X,5.0
246,030701035X,5.0
248,0307010376,5.0
249,0307010619,5.0
251,0307020002,5.0
252,030702007X,5.0
253,0307020223,5.0
254,030702024X,5.0
255,0307020711,5.0
256,0307021106,5.0
4285,8478760539,5.0
4287,8478760733,5.0
306,0307123200,5.0
4288,8478760741,5.0
191,0140552820,5.0
192,0140586156,5.0
2041,0743206061,5.0
194,0141001615,5.0
2040,0743206029,5.0
209,0152013059,5.0
4315,8479010851,5.0
215,0156118505,5.0
4312,8478888667,5.0
219,019282757X,5.0
223,0194216667,5.0
4302,8478809058,5.0
4301,847880904X,5.0
231,0307000699,5.0
4299,8478808353,5.0
232,0307000826,5.0
233,0307001008,5.0
234,0307001040,5.0
4294,8478802592,5.0
235,0307001059,5.0
4292,8478801936,5.0
4290,8478760814,5.0
4289,847876075X,5.0
257,0307021459,5.0
258,0307021491,5.0
259,0307021688,5.0
260,0307021696,5.0
283,0307117235,5.0
284,0307117308,5.0
285,0307117316,5.0
286,0307117324,5.0
287,0307117960,5.0
288,0307118266,5.0
289,0307118355,5.0
4209,8475962564,5.0
290,0307118398,5.0
291,0307118452,5.0
292,030711869X,5.0
293,030711886X,5.0
294,0307119122,5.0
295,0307119351,5.0
296,0307119386,5.0
297,0307119394,5.0
298,0307119408,5.0
299,0307119416,5.0
300,0307119424,5.0
301,0307119432,5.0
302,0307119475,5.0
303,0307119726,5.0
304,0307119750,5.0
282,0307117154,5.0
281,0307117103,5.0
4224,8476146957,5.0
271,0307100146,5.0
261,0307030253,5.0
262,0307030717,5.0
263,0307060802,5.0
264,0307060993,5.0
265,0307061140,5.0
266,0307070034,5.0
267,0307070050,5.0
268,0307070530,5.0
269,0307070603,5.0
270,0307098222,5.0
4240,8477023239,5.0
280,0307116646,5.0
4239,847702197X,5.0
4238,8477020736,5.0
272,0307100561,5.0
273,0307101649,5.0
4235,8476560702,5.0
274,030710169X,5.0
276,0307105547,5.0
277,0307115321,5.0
278,0307115399,5.0
279,0307115410,5.0
190,0140546235,5.0
189,0140542426,5.0
4343,8481093726,5.0
111,0064401707,5.0
49,0060265604,5.0
50,0060268506,5.0
51,0060269456,5.0
52,0060269855,5.0
54,0060392665,5.0
2065,0743437640,5.0
2063,0743435842,5.0
4477,8495787555,5.0
64,0060910879,5.0
4474,8495501074,5.0
4470,8495354764,5.0
4469,8495303078,5.0
4466,8493264555,5.0
72,0061002615,5.0
77,0061012882,5.0
4460,8489644713,5.0
78,0061013420,5.0
82,006102063X,5.0
97,0061056871,5.0
4449,8487535798,5.0
98,0061057460,5.0
4447,8487254853,5.0
104,0061093491,5.0
48,0060250615,5.0
46,0060243090,5.0
4493,8497340256,5.0
21,0030384427,5.0
9,0020715609,5.0
4521,9688232475,5.0
10,002086910X,5.0
11,0020869509,5.0
12,0020869606,5.0
13,0026890712,5.0
15,0028603923,5.0
16,0028624491,5.0
2080,0743457781,5.0
20,002898238X,5.0
23,0030899788,5.0
4494,8497591607,5.0
24,0030899915,5.0
2092,0743480554,5.0
35,0060139145,5.0
39,006020186X,5.0
40,0060205989,5.0
41,006021273X,5.0
4499,9501511030,5.0
42,0060213264,5.0
43,0060213531,5.0
44,0060228881,5.0
109,006273248X,5.0
112,0064403572,5.0
4344,8481093858,5.0
4437,8486433673,5.0
4392,8483105438,5.0
4390,8483102544,5.0
4389,8483102404,5.0
171,0140361219,5.0
172,0140361227,5.0
173,0140361235,5.0
174,0140361243,5.0
4374,8483070588,5.0
4371,8483004305,5.0
4368,8483004089,5.0
2042,0743211375,5.0
176,0140372628,5.0
177,0140382658,5.0
178,014038426X,5.0
2110,0760703604,5.0
4354,8482410482,5.0
185,0140502076,5.0
4352,8482380184,5.0
186,0140502408,5.0
187,0140502610,5.0
188,0140507280,5.0
4346,8481300632,5.0
4345,8481094099,5.0
160,0140124454,5.0
159,0140093850,5.0
2046,0743222008,5.0
121,0070064520,5.0
113,0064430871,5.0
4434,8486433274,5.0
114,0064440028,5.0
115,0064440214,5.0
4431,8486344913,5.0
4430,8486344166,5.0
116,006444046X,5.0
117,0064441075,5.0
118,0064450201,5.0
119,0064471969,5.0
122,0070110689,5.0
2047,074323359X,5.0
4421,8485224752,5.0
2048,0743235150,5.0
124,0070241961,5.0
4416,8484701441,5.0
127,0071381392,5.0
128,0073972010,5.0
4412,8484602729,5.0
131,0133547957,5.0
135,0137551576,5.0
4404,8483109212,5.0
305,0307119793,5.0
307,0307123480,5.0
552,0373024460,5.0
4006,8466606513,5.0
4004,8466602690,5.0
452,0345283570,5.0
3497,8426449476,5.0
3999,8460736083,5.0
455,0345297709,5.0
3995,8450043670,5.0
3994,8450029589,5.0
456,034530456X,5.0
2009,0689811691,5.0
458,0345308980,5.0
3989,8449424070,5.0
461,0345313860,5.0
462,0345314255,5.0
2008,0689803664,5.0
2007,0689718705,5.0
466,0345316770,5.0
467,0345320239,5.0
470,034532532X,5.0
2136,0771592507,5.0
2006,068971159X,5.0
475,0345330455,5.0
2005,0689304412,5.0
478,0345338588,5.0
4005,8466605029,5.0
4007,8466606564,5.0
308,0307125556,5.0
4009,8466609016,5.0
423,0316107387,5.0
427,0316139750,5.0
428,0316177571,5.0
430,0316358983,5.0
4030,8470024744,5.0
4029,8470023233,5.0
4028,847002082X,5.0
4027,8470020811,5.0
4026,847002079X,5.0
4025,8470020781,5.0
4023,8470020757,5.0
2019,0696003449,5.0
4021,8470020730,5.0
4020,8470020714,5.0
4019,8470020692,5.0
4018,8470020684,5.0
4017,8467206772,5.0
2015,0689830971,5.0
2014,0689826621,5.0
4013,8467200227,5.0
4012,8467001127,5.0
4011,8466611622,5.0
4010,8466611215,5.0
479,0345339703,5.0
480,0345339967,5.0
481,0345340426,5.0
2139,0782903363,5.0
3922,8440619774,5.0
3920,8440465114,5.0
2144,0785321624,5.0
520,0345418190,5.0
2001,0688155928,5.0
529,0345427653,5.0
530,0345428889,5.0
3899,8437611717,5.0
3898,8437611164,5.0
3897,8437610761,5.0
3896,8437610680,5.0
531,0345431693,5.0
532,0345434110,5.0
3893,8437501709,5.0
3892,8436219120,5.0
3891,8435065022,5.0
3889,8435060276,5.0
3888,8435060233,5.0
3887,843506011X,5.0
3886,8435039943,5.0
3883,8435033783,5.0
533,0345434250,5.0
3876,843483801X,5.0
3924,8440629052,5.0
3925,8440633408,5.0
2143,0785315926,5.0
3947,8440688385,5.0
486,0345351959,5.0
3957,8441400733,5.0
2004,0688418481,5.0
3955,8440696663,5.0
2141,0783548303,5.0
3953,8440694539,5.0
3952,8440694407,5.0
3951,8440694334,5.0
3950,8440693478,5.0
491,0345356365,5.0
492,0345362861,5.0
3927,8440639996,5.0
3945,8440682441,5.0
3944,8440681798,5.0
3942,8440676980,5.0
494,0345368355,5.0
3940,844067581X,5.0
496,0345368959,5.0
499,0345373685,5.0
504,0345376951,5.0
508,034538475X,5.0
3928,8440641958,5.0
418,0312983751,5.0
417,0312983743,5.0
415,0312983220,5.0
4117,8474618657,5.0
4141,8474861063,5.0
4140,8474861020,5.0
4139,8474861012,5.0
4138,8474861004,5.0
326,0307131734,5.0
327,0307132005,5.0
328,0307141675,5.0
329,030717784X,5.0
330,0307233014,5.0
331,0307233022,5.0
332,0307262049,5.0
333,0307301206,5.0
334,0307301222,5.0
4128,8474618762,5.0
4127,8474618754,5.0
4126,8474618746,5.0
4125,8474618738,5.0
4124,847461872X,5.0
4123,8474618711,5.0
4122,8474618703,5.0
4121,847461869X,5.0
4120,8474618681,5.0
4119,8474618673,5.0
4142,847486108X,5.0
4143,8474861098,5.0
325,030713069X,5.0
4164,8475303161,5.0
309,0307125564,5.0
310,0307126285,5.0
311,030712634X,5.0
4178,8475304281,5.0
4177,8475304273,5.0
4176,8475304265,5.0
312,0307126358,5.0
313,0307126366,5.0
314,0307126374,5.0
315,0307126455,5.0
316,0307126900,5.0
4145,8474861152,5.0
317,030712763X,5.0
318,0307127664,5.0
319,0307128202,5.0
320,0307128431,5.0
321,0307129330,5.0
322,0307129640,5.0
323,030712973X,5.0
324,0307130673,5.0
4147,8474861306,5.0
4146,8474861284,5.0
4118,8474618665,5.0
4116,8474618649,5.0
414,0312983212,5.0
4115,8474618630,5.0
352,0307681610,5.0
353,0307711455,5.0
354,0307740269,5.0
355,0307748103,5.0
356,0307987655,5.0
357,0307987868,5.0
4071,8472570118,5.0
358,0307987981,5.0
359,0307988082,5.0
360,0307988759,5.0
361,0310902622,5.0
4065,8472239179,5.0
362,0312021798,5.0
2026,0721407579,5.0
370,0312206364,5.0
376,0312266804,5.0
2121,0765343533,5.0
393,0312873344,5.0
2122,0765346435,5.0
2025,0717245020,5.0
401,0312952716,5.0
403,0312960344,5.0
410,0312973055,5.0
4082,8474324122,5.0
351,0307681300,5.0
4085,8474444128,5.0
337,0307301907,5.0
4114,8474618622,5.0
4113,8474618614,5.0
4112,8474618606,5.0
4111,8474618592,5.0
4110,8474618584,5.0
4109,8474618576,5.0
4108,8474618568,5.0
4105,8474618525,5.0
335,0307301346,5.0
336,0307301443,5.0
338,0307302008,5.0
350,0307681297,5.0
340,0307302067,5.0
341,0307302113,5.0
342,0307302164,5.0
343,0307302644,5.0
344,0307302822,5.0
345,0307302970,5.0
346,030759873X,5.0
347,0307623467,5.0
348,0307625532,5.0
349,0307681017,5.0
3498,8427002564,5.0
910,0385474458,5.0
851,0380798484,5.0
1604,0590415883,5.0
1592,0590338285,5.0
1594,0590374575,5.0
2707,1579730159,5.0
1595,0590379305,5.0
1596,0590390538,5.0
1597,0590402757,5.0
1598,0590403605,5.0
1599,0590405756,5.0
1601,0590407600,5.0
2698,1572971835,5.0
1602,0590409409,5.0
1603,0590414488,5.0
1605,0590420577,5.0
1590,0590331450,5.0
1606,0590426966,5.0
2692,1570826935,5.0
2691,1570826927,5.0
2690,1570647208,5.0
2689,157064280X,5.0
1607,0590428497,5.0
1608,0590430505,5.0
1609,0590430955,5.0
1610,0590433059,5.0
2684,1570424373,5.0
2683,1569875227,5.0
2682,1569713367,5.0
1591,0590332872,5.0
1589,0590328832,5.0
1612,0590438271,5.0
1577,0590187325,5.0
2289,0816713383,5.0
2742,1888567597,5.0
2290,0816714517,5.0
1569,0590026356,5.0
1570,0590037145,5.0
1571,0590042025,5.0
1572,0590054007,5.0
1573,0590092421,5.0
1574,0590100726,5.0
1575,0590101447,5.0
2732,1878257528,5.0
1576,0590118773,5.0
1578,0590221965,5.0
1588,0590321978,5.0
1579,0590226312,5.0
2727,1859957803,5.0
1580,0590254677,5.0
1581,0590257218,5.0
2724,1855940027,5.0
1582,0590262637,5.0
1583,0590273817,5.0
1584,0590281542,5.0
1585,0590300717,5.0
1586,0590308440,5.0
1587,0590315048,5.0
2716,1853260258,5.0
1611,0590434403,5.0
1613,0590439103,5.0
1238,0451131312,5.0
2626,1558744606,5.0
2643,1561152676,5.0
1633,059045367X,5.0
1634,059045403X,5.0
1635,059045532X,5.0
1636,0590455419,5.0
1637,0590457438,5.0
